Time,Hidden_State
0.0,19.913469221442806
30.0,19.8677923438116
60.0,19.851486972446516
90.0,19.870577830307713
120.0,19.892338547153688
150.0,19.89219977664137
180.0,19.86233188575592
210.0,19.817690441198458
240.0,19.76709816097512
270.0,19.714634547643357
300.0,19.663817854351894
330.0,19.616147449635307
360.0,19.574643924296815
390.0,19.540437074227253
420.0,19.512718926190505
450.0,19.4909216427332
480.0,19.473990675742552
510.0,19.46130305063358
540.0,19.452672341388308
570.0,19.44788316931224
600.0,19.446782851179567
630.0,19.44918154167574
660.0,19.45477348435359
690.0,19.463316816608952
720.0,19.47415127295807
750.0,19.48690819140508
780.0,19.50193505703443
810.0,19.519306729457284
840.0,19.53850315451971
870.0,19.559231249691845
900.0,19.580766545080053
930.0,19.60275977526508
960.0,19.624741946340066
990.0,19.646503457702433
1020.0,19.667467405436813
1050.0,19.68740300966522
1080.0,19.704756846881825
1110.0,19.718928553274942
1140.0,19.745118764005234
1170.0,19.772396747879686
1200.0,19.798573270952133
1230.0,19.823609648508754
1260.0,19.847806375690336
1290.0,19.87110257032684
1320.0,19.878907884541263
1350.0,19.867323069564137
1380.0,19.845969026463393
1410.0,19.81939507268304
0.0,19.78874594127166
30.0,19.754663495549348
60.0,19.71798656270853
90.0,19.679176722113205
120.0,19.63964896049698
150.0,19.600056444871402
180.0,19.59202570465796
210.0,19.620805012744185
240.0,19.651580214755242
270.0,19.681211767066944
300.0,19.71021005605705
330.0,19.73825471245705
360.0,19.765642061930006
390.0,19.791861518359
420.0,19.81769606288845
450.0,19.842489811142674
480.0,19.866777596625603
510.0,19.890069687024283
540.0,19.912830012644452
570.0,19.93468007523363
600.0,19.957654924354532
630.0,19.981608010995206
660.0,20.007516339389642
690.0,20.035738190704368
720.0,20.06573731429155
750.0,20.09721301101721
780.0,20.130065640227613
810.0,20.16419993089635
840.0,20.19929827741591
870.0,20.235182729646883
900.0,20.271009702761216
930.0,20.30640377976614
960.0,20.3403885411489
990.0,20.372575644091164
1020.0,20.402256208220646
1050.0,20.42919696281269
1080.0,20.451166687038935
1110.0,20.467345615116844
1140.0,20.47700741495406
1170.0,20.480048635402433
1200.0,20.4776401891841
1230.0,20.470479528558805
1260.0,20.460184841463036
1290.0,20.44757402371336
1320.0,20.432195622413957
1350.0,20.413945375927476
1380.0,20.39331338603268
1410.0,20.37059839591425
0.0,20.345726050357467
30.0,20.318739687166264
60.0,20.290222571050283
90.0,20.260487339777118
120.0,20.22964734092228
150.0,20.19779444421868
180.0,20.164624593169556
210.0,20.13005360946079
240.0,20.095092314759068
270.0,20.090993937145317
300.0,20.10576326101928
330.0,20.12010598644386
360.0,20.134272685470957
390.0,20.148065770450856
420.0,20.16194853043282
450.0,20.174686718706045
480.0,20.190028161997127
510.0,20.20758092513058
540.0,20.226740357315727
570.0,20.2471818104115
600.0,20.270042562130154
630.0,20.295738646139803
660.0,20.32299171144838
690.0,20.351182282501835
720.0,20.377838564566776
750.0,20.401919785007394
780.0,20.424412944380467
810.0,20.445802111306865
840.0,20.46441329315028
870.0,20.47959890854207
900.0,20.492984687270695
930.0,20.505344149473714
960.0,20.517031237859392
990.0,20.528221564140054
1020.0,20.53914642682633
1050.0,20.549914439058007
1080.0,20.55869198463044
1110.0,20.56473694858502
1140.0,20.565720595655936
1170.0,20.560787257127014
1200.0,20.550598801586354
1230.0,20.53562405467878
1260.0,20.51658077993805
1290.0,20.493923478872638
1320.0,20.468552498742962
1350.0,20.440958624083223
1380.0,20.41241364864615
1410.0,20.383513570914314
0.0,20.354693715253923
30.0,20.326147582779644
60.0,20.2975021228468
90.0,20.26860134147588
120.0,20.238884427810095
150.0,20.208137087678235
180.0,20.17653218559486
210.0,20.14418002972378
240.0,20.1117355762724
270.0,20.079495687502227
300.0,20.04792084956601
330.0,20.01719681883814
360.0,19.988376525005794
390.0,19.96186472367014
420.0,19.93682374802862
450.0,19.912840027257097
480.0,19.89052112849895
510.0,19.870083067013955
540.0,19.879749159534974
570.0,19.90216166164393
600.0,19.923878557217723
630.0,19.93609796499642
660.0,19.93739206023089
690.0,19.933601031508694
720.0,19.927613638628163
750.0,19.920771389584303
780.0,19.914180905276556
810.0,19.908320995597595
840.0,19.903290840432742
870.0,19.920086107586503
900.0,19.94136709626606
930.0,19.961943532743824
960.0,19.98173098436568
990.0,20.00080129043091
1020.0,20.01921416692687
1050.0,20.037006593695068
1080.0,20.054023113167677
1110.0,20.070390186702554
1140.0,20.086012761552084
1170.0,20.101029720962945
1200.0,20.115277075584586
1230.0,20.12896571601272
1260.0,20.14197812472147
1290.0,20.154512140487103
1320.0,20.166522576884816
1350.0,20.17807325524771
1380.0,20.189142349434622
1410.0,20.18130218852453
0.0,20.14665487493633
30.0,20.09831089875247
60.0,20.042329076107706
90.0,19.981631096561216
120.0,19.91829495412326
150.0,19.853332072059754
180.0,19.787024988700242
210.0,19.750867319267893
240.0,19.757028926893184
270.0,19.781600575575453
300.0,19.80647800727928
330.0,19.830525327650964
360.0,19.854012825846585
390.0,19.876704527866295
420.0,19.89892265658203
450.0,19.907739061705175
480.0,19.901492735509827
510.0,19.890633457146087
540.0,19.878136780745848
570.0,19.865361777666656
600.0,19.85375346557971
630.0,19.843909921127725
660.0,19.83460495263637
690.0,19.825282232775333
720.0,19.817078646307213
750.0,19.810458968469554
780.0,19.80491187384357
810.0,19.800177242300688
840.0,19.795207197494033
870.0,19.789549513579118
900.0,19.783274294022863
930.0,19.77643437673001
960.0,19.76919522355134
990.0,19.761644181355
1020.0,19.753028628434603
1050.0,19.743054308221954
1080.0,19.730592548832124
1110.0,19.715231985281346
1140.0,19.694798216249694
1170.0,19.668507387334067
1200.0,19.63689753274254
1230.0,19.600388795614435
1260.0,19.559981799448977
1290.0,19.51625359219477
1320.0,19.469855463159885
1350.0,19.421170717058537
1380.0,19.370784207867445
1410.0,19.319018550480013
